#node	identifier	category	term ID	term description
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005622	Intracellular
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005737	Cytoplasm
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005764	Lysosome
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005765	Lysosomal membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005773	Vacuole
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005774	Vacuolar membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005886	Plasma membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0012505	Endomembrane system
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0012506	Vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0016020	Membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0016021	Integral component of membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030135	Coated vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030136	Clathrin-coated vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030139	Endocytic vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030141	Secretory granule
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030659	Cytoplasmic vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030662	Coated vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030665	Clathrin-coated vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030666	Endocytic vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0030669	Clathrin-coated endocytic vesicle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031090	Organelle membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031091	Platelet alpha granule
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031093	Platelet alpha granule lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031410	Cytoplasmic vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031982	Vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031983	Vesicle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0034774	Secretory granule lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0036454	Growth factor complex
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043226	Organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043229	Intracellular organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043230	Extracellular organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043233	Organelle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0044214	Spanning component of plasma membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0045334	Clathrin-coated endocytic vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0060205	Cytoplasmic vesicle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0070062	Extracellular exosome
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0071944	Cell periphery
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0089717	Spanning component of membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0098852	Lytic vacuole membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0099503	Secretory vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:1903561	Extracellular vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:1990265	Platelet-derived growth factor complex
EGF	9606.ENSP00000265171	Monarch	EFO:0004298	Cardiovascular measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004302	Anthropometric measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004306	Erythrocyte indices
EGF	9606.ENSP00000265171	Monarch	EFO:0004308	Leukocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0004309	Platelet count
EGF	9606.ENSP00000265171	Monarch	EFO:0004311	Heart function measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004324	Body weights and measures
EGF	9606.ENSP00000265171	Monarch	EFO:0004468	Glucose measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004503	Hematological measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004509	Hemoglobin measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004526	Mean corpuscular volume
EGF	9606.ENSP00000265171	Monarch	EFO:0004528	Mean corpuscular hemoglobin concentration
EGF	9606.ENSP00000265171	Monarch	EFO:0004541	HbA1c measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004555	Glycoprotein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004556	Antibody measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004565	Serum IgG measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004568	Serum non-albumin protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004586	Complete blood cell count
EGF	9606.ENSP00000265171	Monarch	EFO:0004587	Lymphocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0004747	Protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004833	Neutrophil count
EGF	9606.ENSP00000265171	Monarch	EFO:0005036	Platelet measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005047	Erythrocyte measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005091	Monocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0005128	Albumin:globulin ratio measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005193	Serum IgG glycosylation measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0006842	Diabetes mellitus biomarker
EGF	9606.ENSP00000265171	Monarch	EFO:0006843	Infectious disease biomarker
EGF	9606.ENSP00000265171	Monarch	EFO:0007937	Blood protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0007984	Platelet component distribution width
EGF	9606.ENSP00000265171	Monarch	EFO:0007985	Platelet crit
EGF	9606.ENSP00000265171	Monarch	EFO:0007986	Reticulocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0007987	Granulocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0007988	Myeloid white cell count
EGF	9606.ENSP00000265171	Monarch	EFO:0007989	Monocyte percentage of leukocytes
EGF	9606.ENSP00000265171	Monarch	EFO:0007990	Neutrophil percentage of leukocytes
EGF	9606.ENSP00000265171	Monarch	EFO:0010700	Reticulocyte measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0010947	Epidermal growth factor measurement
EGF	9606.ENSP00000265171	Monarch	HP:0000079	Abnormality of the urinary system
EGF	9606.ENSP00000265171	Monarch	HP:0000118	Phenotypic abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0000119	Abnormality of the genitourinary system
EGF	9606.ENSP00000265171	Monarch	HP:0000152	Abnormality of head or neck
EGF	9606.ENSP00000265171	Monarch	HP:0000234	Abnormality of the head
EGF	9606.ENSP00000265171	Monarch	HP:0000240	Abnormality of skull size
EGF	9606.ENSP00000265171	Monarch	HP:0000252	Microcephaly
EGF	9606.ENSP00000265171	Monarch	HP:0000598	Abnormality of the ear
EGF	9606.ENSP00000265171	Monarch	HP:0000707	Abnormality of the nervous system
EGF	9606.ENSP00000265171	Monarch	HP:0000708	Behavioral abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0000729	Autistic behavior
EGF	9606.ENSP00000265171	Monarch	HP:0000924	Abnormality of the skeletal system
EGF	9606.ENSP00000265171	Monarch	HP:0000929	Abnormal skull morphology
EGF	9606.ENSP00000265171	Monarch	HP:0001249	Intellectual disability
EGF	9606.ENSP00000265171	Monarch	HP:0001250	Seizure
EGF	9606.ENSP00000265171	Monarch	HP:0001263	Global developmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0001324	Muscle weakness
EGF	9606.ENSP00000265171	Monarch	HP:0001347	Hyperreflexia
EGF	9606.ENSP00000265171	Monarch	HP:0001507	Growth abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0001513	Obesity
EGF	9606.ENSP00000265171	Monarch	HP:0001751	Vestibular dysfunction
EGF	9606.ENSP00000265171	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
EGF	9606.ENSP00000265171	Monarch	HP:0002011	Morphological central nervous system abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0002060	Abnormal cerebral morphology
EGF	9606.ENSP00000265171	Monarch	HP:0002118	Abnormal cerebral ventricle morphology
EGF	9606.ENSP00000265171	Monarch	HP:0002119	Ventriculomegaly
EGF	9606.ENSP00000265171	Monarch	HP:0002167	Neurological speech impairment
EGF	9606.ENSP00000265171	Monarch	HP:0002315	Headache
EGF	9606.ENSP00000265171	Monarch	HP:0002321	Vertigo
EGF	9606.ENSP00000265171	Monarch	HP:0002342	Intellectual disability, moderate
EGF	9606.ENSP00000265171	Monarch	HP:0002465	Poor speech
EGF	9606.ENSP00000265171	Monarch	HP:0002917	Hypomagnesemia
EGF	9606.ENSP00000265171	Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system
EGF	9606.ENSP00000265171	Monarch	HP:0003011	Abnormality of the musculature
EGF	9606.ENSP00000265171	Monarch	HP:0003110	Abnormality of urine homeostasis
EGF	9606.ENSP00000265171	Monarch	HP:0003111	Abnormal blood ion concentration
EGF	9606.ENSP00000265171	Monarch	HP:0003324	Generalized muscle weakness
EGF	9606.ENSP00000265171	Monarch	HP:0004323	Abnormality of body weight
EGF	9606.ENSP00000265171	Monarch	HP:0004324	Increased body weight
EGF	9606.ENSP00000265171	Monarch	HP:0004921	Abnormal magnesium concentration
EGF	9606.ENSP00000265171	Monarch	HP:0006801	Hyperactive deep tendon reflexes
EGF	9606.ENSP00000265171	Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum
EGF	9606.ENSP00000265171	Monarch	HP:0009121	Abnormal axial skeleton morphology
EGF	9606.ENSP00000265171	Monarch	HP:0010927	Abnormal blood inorganic cation concentration
EGF	9606.ENSP00000265171	Monarch	HP:0010929	Abnormal blood cation concentration
EGF	9606.ENSP00000265171	Monarch	HP:0011277	Abnormality of the urinary system physiology
EGF	9606.ENSP00000265171	Monarch	HP:0011343	Moderate global developmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0011389	Functional abnormality of the inner ear
EGF	9606.ENSP00000265171	Monarch	HP:0011446	Abnormality of higher mental function
EGF	9606.ENSP00000265171	Monarch	HP:0011804	Abnormal muscle physiology
EGF	9606.ENSP00000265171	Monarch	HP:0011842	Abnormal skeletal morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012443	Abnormality of brain morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012447	Abnormal myelination
EGF	9606.ENSP00000265171	Monarch	HP:0012591	Abnormal urinary electrolyte concentration
EGF	9606.ENSP00000265171	Monarch	HP:0012607	Abnormal urine magnesium concentration
EGF	9606.ENSP00000265171	Monarch	HP:0012608	Hypermagnesiuria
EGF	9606.ENSP00000265171	Monarch	HP:0012638	Abnormal nervous system physiology
EGF	9606.ENSP00000265171	Monarch	HP:0012639	Abnormal nervous system morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012758	Neurodevelopmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0012759	Neurodevelopmental abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0031704	Abnormal ear physiology
EGF	9606.ENSP00000265171	Monarch	HP:0031826	Abnormal reflex
EGF	9606.ENSP00000265171	Monarch	HP:0032180	Abnormal circulating metabolite concentration
EGF	9606.ENSP00000265171	Monarch	HP:0033127	Abnormality of the musculoskeletal system
EGF	9606.ENSP00000265171	Monarch	HP:0040195	Decreased head circumference
EGF	9606.ENSP00000265171	Monarch	HP:0100022	Abnormality of movement
EGF	9606.ENSP00000265171	Monarch	HP:0100543	Cognitive impairment
EGF	9606.ENSP00000265171	Monarch	HP:0100547	Abnormal forebrain morphology
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0025	Alternative splicing
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0245	EGF-like domain
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0325	Glycoprotein
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0339	Growth factor
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0472	Membrane
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0677	Repeat
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0732	Signal
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0812	Transmembrane
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0982	Primary hypomagnesemia
EGF	9606.ENSP00000265171	UniProt Keywords	KW-1015	Disulfide bond
EGF	9606.ENSP00000265171	UniProt Keywords	KW-1133	Transmembrane helix
EGF	9606.ENSP00000265171	InterPro	IPR000033	LDLR class B repeat
EGF	9606.ENSP00000265171	InterPro	IPR000152	EGF-type aspartate/asparagine hydroxylation site
EGF	9606.ENSP00000265171	InterPro	IPR000742	EGF-like domain
EGF	9606.ENSP00000265171	InterPro	IPR001881	EGF-like calcium-binding domain
EGF	9606.ENSP00000265171	InterPro	IPR009030	Growth factor receptor cysteine-rich domain superfamily
EGF	9606.ENSP00000265171	InterPro	IPR011042	Six-bladed beta-propeller, TolB-like
EGF	9606.ENSP00000265171	InterPro	IPR016317	Pro-epidermal growth factor
EGF	9606.ENSP00000265171	InterPro	IPR018097	EGF-like calcium-binding, conserved site
EGF	9606.ENSP00000265171	SMART	SM00001	EGF domain, unclasssified subfamily
EGF	9606.ENSP00000265171	SMART	SM00135	Low-density lipoprotein-receptor YWTD domain
EGF	9606.ENSP00000265171	SMART	SM00179	Calcium-binding EGF-like domain
EGF	9606.ENSP00000265171	SMART	SM00181	Epidermal growth factor-like domain.
HGF	9606.ENSP00000222390	GO Process	GO:0000278	Mitotic cell cycle
HGF	9606.ENSP00000222390	GO Process	GO:0000902	Cell morphogenesis
HGF	9606.ENSP00000222390	GO Process	GO:0001817	Regulation of cytokine production
HGF	9606.ENSP00000222390	GO Process	GO:0001818	Negative regulation of cytokine production
HGF	9606.ENSP00000222390	GO Process	GO:0001819	Positive regulation of cytokine production
HGF	9606.ENSP00000222390	GO Process	GO:0001837	Epithelial to mesenchymal transition
HGF	9606.ENSP00000222390	GO Process	GO:0001889	Liver development
HGF	9606.ENSP00000222390	GO Process	GO:0001932	Regulation of protein phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0001933	Negative regulation of protein phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0001934	Positive regulation of protein phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0006355	Regulation of transcription, DNA-templated
HGF	9606.ENSP00000222390	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
HGF	9606.ENSP00000222390	GO Process	GO:0006935	Chemotaxis
HGF	9606.ENSP00000222390	GO Process	GO:0007049	Cell cycle
HGF	9606.ENSP00000222390	GO Process	GO:0007154	Cell communication
HGF	9606.ENSP00000222390	GO Process	GO:0007165	Signal transduction
HGF	9606.ENSP00000222390	GO Process	GO:0007166	Cell surface receptor signaling pathway
HGF	9606.ENSP00000222390	GO Process	GO:0007167	Enzyme-linked receptor protein signaling pathway
HGF	9606.ENSP00000222390	GO Process	GO:0007169	Transmembrane receptor protein tyrosine kinase signaling pathway
HGF	9606.ENSP00000222390	GO Process	GO:0007267	Cell-cell signaling
HGF	9606.ENSP00000222390	GO Process	GO:0007275	Multicellular organism development
HGF	9606.ENSP00000222390	GO Process	GO:0008283	Cell population proliferation
HGF	9606.ENSP00000222390	GO Process	GO:0009605	Response to external stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0009653	Anatomical structure morphogenesis
HGF	9606.ENSP00000222390	GO Process	GO:0009888	Tissue development
HGF	9606.ENSP00000222390	GO Process	GO:0009889	Regulation of biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0009891	Positive regulation of biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0009892	Negative regulation of metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0009893	Positive regulation of metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0009894	Regulation of catabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0009895	Negative regulation of catabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0009966	Regulation of signal transduction
HGF	9606.ENSP00000222390	GO Process	GO:0009967	Positive regulation of signal transduction
HGF	9606.ENSP00000222390	GO Process	GO:0009968	Negative regulation of signal transduction
HGF	9606.ENSP00000222390	GO Process	GO:0009987	Cellular process
HGF	9606.ENSP00000222390	GO Process	GO:0010033	Response to organic substance
HGF	9606.ENSP00000222390	GO Process	GO:0010466	Negative regulation of peptidase activity
HGF	9606.ENSP00000222390	GO Process	GO:0010468	Regulation of gene expression
HGF	9606.ENSP00000222390	GO Process	GO:0010506	Regulation of autophagy
HGF	9606.ENSP00000222390	GO Process	GO:0010507	Negative regulation of autophagy
HGF	9606.ENSP00000222390	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0010563	Negative regulation of phosphorus metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0010628	Positive regulation of gene expression
HGF	9606.ENSP00000222390	GO Process	GO:0010629	Negative regulation of gene expression
HGF	9606.ENSP00000222390	GO Process	GO:0010639	Negative regulation of organelle organization
HGF	9606.ENSP00000222390	GO Process	GO:0010646	Regulation of cell communication
HGF	9606.ENSP00000222390	GO Process	GO:0010647	Positive regulation of cell communication
HGF	9606.ENSP00000222390	GO Process	GO:0010648	Negative regulation of cell communication
HGF	9606.ENSP00000222390	GO Process	GO:0010821	Regulation of mitochondrion organization
HGF	9606.ENSP00000222390	GO Process	GO:0010823	Negative regulation of mitochondrion organization
HGF	9606.ENSP00000222390	GO Process	GO:0010941	Regulation of cell death
HGF	9606.ENSP00000222390	GO Process	GO:0010951	Negative regulation of endopeptidase activity
HGF	9606.ENSP00000222390	GO Process	GO:0010975	Regulation of neuron projection development
HGF	9606.ENSP00000222390	GO Process	GO:0010976	Positive regulation of neuron projection development
HGF	9606.ENSP00000222390	GO Process	GO:0014066	Regulation of phosphatidylinositol 3-kinase signaling
HGF	9606.ENSP00000222390	GO Process	GO:0014068	Positive regulation of phosphatidylinositol 3-kinase signaling
HGF	9606.ENSP00000222390	GO Process	GO:0014855	Striated muscle cell proliferation
HGF	9606.ENSP00000222390	GO Process	GO:0014856	Skeletal muscle cell proliferation
HGF	9606.ENSP00000222390	GO Process	GO:0016477	Cell migration
HGF	9606.ENSP00000222390	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0019220	Regulation of phosphate metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0019222	Regulation of metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0022603	Regulation of anatomical structure morphogenesis
HGF	9606.ENSP00000222390	GO Process	GO:0023051	Regulation of signaling
HGF	9606.ENSP00000222390	GO Process	GO:0023052	Signaling
HGF	9606.ENSP00000222390	GO Process	GO:0023056	Positive regulation of signaling
HGF	9606.ENSP00000222390	GO Process	GO:0023057	Negative regulation of signaling
HGF	9606.ENSP00000222390	GO Process	GO:0030154	Cell differentiation
HGF	9606.ENSP00000222390	GO Process	GO:0030162	Regulation of proteolysis
HGF	9606.ENSP00000222390	GO Process	GO:0030334	Regulation of cell migration
HGF	9606.ENSP00000222390	GO Process	GO:0030335	Positive regulation of cell migration
HGF	9606.ENSP00000222390	GO Process	GO:0031099	Regeneration
HGF	9606.ENSP00000222390	GO Process	GO:0031100	Animal organ regeneration
HGF	9606.ENSP00000222390	GO Process	GO:0031323	Regulation of cellular metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0031324	Negative regulation of cellular metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0031325	Positive regulation of cellular metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0031326	Regulation of cellular biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
HGF	9606.ENSP00000222390	GO Process	GO:0031329	Regulation of cellular catabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0031330	Negative regulation of cellular catabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0031344	Regulation of cell projection organization
HGF	9606.ENSP00000222390	GO Process	GO:0031346	Positive regulation of cell projection organization
HGF	9606.ENSP00000222390	GO Process	GO:0031347	Regulation of defense response
HGF	9606.ENSP00000222390	GO Process	GO:0031348	Negative regulation of defense response
HGF	9606.ENSP00000222390	GO Process	GO:0031399	Regulation of protein modification process
HGF	9606.ENSP00000222390	GO Process	GO:0031400	Negative regulation of protein modification process
HGF	9606.ENSP00000222390	GO Process	GO:0031401	Positive regulation of protein modification process
HGF	9606.ENSP00000222390	GO Process	GO:0031641	Regulation of myelination
HGF	9606.ENSP00000222390	GO Process	GO:0031643	Positive regulation of myelination
HGF	9606.ENSP00000222390	GO Process	GO:0031644	Regulation of nervous system process
HGF	9606.ENSP00000222390	GO Process	GO:0031646	Positive regulation of nervous system process
HGF	9606.ENSP00000222390	GO Process	GO:0032101	Regulation of response to external stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0032102	Negative regulation of response to external stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0032501	Multicellular organismal process
HGF	9606.ENSP00000222390	GO Process	GO:0032502	Developmental process
HGF	9606.ENSP00000222390	GO Process	GO:0032653	Regulation of interleukin-10 production
HGF	9606.ENSP00000222390	GO Process	GO:0032675	Regulation of interleukin-6 production
HGF	9606.ENSP00000222390	GO Process	GO:0032715	Negative regulation of interleukin-6 production
HGF	9606.ENSP00000222390	GO Process	GO:0032733	Positive regulation of interleukin-10 production
HGF	9606.ENSP00000222390	GO Process	GO:0032872	Regulation of stress-activated MAPK cascade
HGF	9606.ENSP00000222390	GO Process	GO:0033002	Muscle cell proliferation
HGF	9606.ENSP00000222390	GO Process	GO:0033043	Regulation of organelle organization
HGF	9606.ENSP00000222390	GO Process	GO:0033135	Regulation of peptidyl-serine phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0033137	Negative regulation of peptidyl-serine phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0035728	Response to hepatocyte growth factor
HGF	9606.ENSP00000222390	GO Process	GO:0035729	Cellular response to hepatocyte growth factor stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0040011	Locomotion
HGF	9606.ENSP00000222390	GO Process	GO:0040012	Regulation of locomotion
HGF	9606.ENSP00000222390	GO Process	GO:0040017	Positive regulation of locomotion
HGF	9606.ENSP00000222390	GO Process	GO:0042221	Response to chemical
HGF	9606.ENSP00000222390	GO Process	GO:0042325	Regulation of phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0042326	Negative regulation of phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0042327	Positive regulation of phosphorylation
HGF	9606.ENSP00000222390	GO Process	GO:0042330	Taxis
HGF	9606.ENSP00000222390	GO Process	GO:0042981	Regulation of apoptotic process
HGF	9606.ENSP00000222390	GO Process	GO:0043066	Negative regulation of apoptotic process
HGF	9606.ENSP00000222390	GO Process	GO:0043067	Regulation of programmed cell death
HGF	9606.ENSP00000222390	GO Process	GO:0043069	Negative regulation of programmed cell death
HGF	9606.ENSP00000222390	GO Process	GO:0043086	Negative regulation of catalytic activity
HGF	9606.ENSP00000222390	GO Process	GO:0043154	Negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
HGF	9606.ENSP00000222390	GO Process	GO:0043281	Regulation of cysteine-type endopeptidase activity involved in apoptotic process
HGF	9606.ENSP00000222390	GO Process	GO:0043408	Regulation of MAPK cascade
HGF	9606.ENSP00000222390	GO Process	GO:0043410	Positive regulation of MAPK cascade
HGF	9606.ENSP00000222390	GO Process	GO:0043549	Regulation of kinase activity
HGF	9606.ENSP00000222390	GO Process	GO:0044057	Regulation of system process
HGF	9606.ENSP00000222390	GO Process	GO:0044092	Negative regulation of molecular function
HGF	9606.ENSP00000222390	GO Process	GO:0045595	Regulation of cell differentiation
HGF	9606.ENSP00000222390	GO Process	GO:0045597	Positive regulation of cell differentiation
HGF	9606.ENSP00000222390	GO Process	GO:0045667	Regulation of osteoblast differentiation
HGF	9606.ENSP00000222390	GO Process	GO:0045669	Positive regulation of osteoblast differentiation
HGF	9606.ENSP00000222390	GO Process	GO:0045765	Regulation of angiogenesis
HGF	9606.ENSP00000222390	GO Process	GO:0045766	Positive regulation of angiogenesis
HGF	9606.ENSP00000222390	GO Process	GO:0045859	Regulation of protein kinase activity
HGF	9606.ENSP00000222390	GO Process	GO:0045861	Negative regulation of proteolysis
HGF	9606.ENSP00000222390	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
HGF	9606.ENSP00000222390	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0045936	Negative regulation of phosphate metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
HGF	9606.ENSP00000222390	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
HGF	9606.ENSP00000222390	GO Process	GO:0048012	Hepatocyte growth factor receptor signaling pathway
HGF	9606.ENSP00000222390	GO Process	GO:0048513	Animal organ development
HGF	9606.ENSP00000222390	GO Process	GO:0048518	Positive regulation of biological process
HGF	9606.ENSP00000222390	GO Process	GO:0048519	Negative regulation of biological process
HGF	9606.ENSP00000222390	GO Process	GO:0048522	Positive regulation of cellular process
HGF	9606.ENSP00000222390	GO Process	GO:0048523	Negative regulation of cellular process
HGF	9606.ENSP00000222390	GO Process	GO:0048583	Regulation of response to stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0048584	Positive regulation of response to stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0048585	Negative regulation of response to stimulus
HGF	9606.ENSP00000222390	GO Process	GO:0048731	System development
HGF	9606.ENSP00000222390	GO Process	GO:0048732	Gland development
